20.42,3.7218413320274246
26.98,3.446997776130467
27.26,4.915627292736611
12.7,3.070866141732284
52.52,4.455445544554456
20.43,3.622124326970142
50.5,13.584158415841586
34.3,5.189504373177843
36.92,6.013001083423619
33.27,5.921250375713857
64.93,7.9470198675496695
47.54,4.354228018510727
10.08,1.4880952380952381
33.45,4.005979073243647
11.56,5.4498269896193765
47.54,5.826672275978124
33.28,6.55048076923077
50.5,10.277227722772277
64.94,10.455805358792732
34.3,4.985422740524781
17.81,7.018528916339134
17.81,5.053340819764178
26.99,4.594294183030752
42.49,6.825135325959049
31.08,6.885456885456886
11.57,4.148660328435609
45.14,0.8861320336730172
36.94,5.3329723876556585
20.45,7.188264058679707
42.48,8.403954802259886
49.25,6.274111675126903
20.45,8.459657701711492
49.26,6.760048721071865
27.27,5.023835716905024
52.51,4.703865930298991
10.08,2.281746031746031
33.45,4.813153961136024
12.7,4.094488188976378
45.14,0.9525919361984936
31.08,3.4427284427284426
